# text = vascular membrane that lines the inner surface of long bones
# id = 05319144-n-1
# type = def
1	vascular	wf	JJ	vascular%3	vascular%3:01:00::	auto	0:8
2	sensory	wf	JJ	sensory%3	sensory%3:01:00::	man	4:11
3	and	wf	CC	and	_	ignore	12:15
4	control	wf	NN	control%1|control%2	_	un	16:23
5	apparatus	wf	NN	apparatus%1	apparatus%1:08:00::	man	24:33
6	consisting	wf	VBG	consist%2	_	un	34:44
7	of	wf	IN	of	_	ignore	45:47
8	a	wf	DT	a	_	ignore	48:49
9	network	wf	NN	network%1|network%2	network%1:14:00::	man	50:57
10	of	wf	IN	of	_	ignore	58:60
11	_	glob|a	_	nerve_cell%1	nerve_cell%1:08:00::	auto	_
12	nerve	cf|a	NN	nerve%1|nerve%2	_	un	61:66
13	cells	cf|a	NNS	cell%1	_	un	67:72

# text = a threadlike extension of a nerve cell
# id = 05464104-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	threadlike	wf	JJ	threadlike%3	threadlike%5:00:00:thin:01	auto	2:12
3	extension	wf	NN	extension%1	extension%1:06:01::	man	13:22
4	of	wf	IN	of	_	ignore	23:25
5	a	wf	DT	a	_	ignore	26:27
6	_	glob|a	_	nerve_cell%1	nerve_cell%1:08:00::	auto	_
7	nerve	cf|a	NN	nerve%1|nerve%2	_	un	28:33
8	cell	cf|a	NN	cell%1	_	un	34:38

# text = small gaps in the myelin sheath of medullated axons
# id = 05464534-n-1
# type = def
1	small	wf	JJ	small%1|small%3|small%4	small%3:00:00::	man	0:5
2	gaps	wf	NNS	gap%1|gap%2	gap%1:17:00::	man	6:10
3	in	wf	IN	in	_	ignore	11:13
4	the	wf	DT	the	_	ignore	14:17
5	_	glob|a	_	myelin_sheath%1	myelin_sheath%1:08:00::	auto	_
6	myelin	cf|a	NN	myelin%1	_	un	18:24
7	sheath	cf|a	NN	sheath%1	_	un	25:31
8	of	wf	IN	of	_	ignore	32:34
9	medullated	wf	JJ	medullated%3	medullated%3:01:00::	auto	35:45
10	axons	wf	NN	axon%1	axon%1:08:00::	auto	46:51

# text = a widely distributed system consisting of all the cells able to ingest bacteria or colloidal particles etc, except for certain white blood cells
# id = 05461349-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|b	_	widely_distributed%3	widely_distributed%3:00:02::	auto	_
3	widely	cf|b	RB	widely%4	_	un	2:8
4	distributed	cf|b	JJ	distribute%2|distributed%3	_	un	9:20
5	system	wf	NN	system%1	system%1:08:00::	man	21:27
6	consisting	wf	VBG	consist%2	_	un	28:38
7	of	wf	IN	of	_	ignore	39:41
8	all	wf	PDT	all%3|all%4	_	un	42:45
9	the	wf	DT	the	_	ignore	46:49
10	cells	wf	NNS	cell%1	cell%1:03:00::	man	50:55
11	able	wf	JJ	able%3	able%5:00:00:capable:00	man	56:60
12	to	wf	TO	to	_	ignore	61:63
13	ingest	wf	VB	ingest%2	ingest%2:34:00::	man	64:70
14	bacteria	wf	NNS	bacteria%1|bacterium%1	bacteria%1:05:00::	man	71:79
15	or	wf	CC	or	_	ignore	80:82
16	colloidal	wf	JJ	colloidal%3	colloidal%3:01:00::	auto	83:92
17	particles	wf	NNS	particle%1	particle%1:17:00::	man	93:102
18	etc	wf	RB	etc.	etc.%4:02:00::	auto	103:106
19	,	wf	punc	_	_	ignore	106:107
20	except	wf	IN	except%2	_	ignore	108:114
21	for	wf	IN	for	_	ignore	115:118
22	certain	wf	JJ	certain%3	certain%5:00:00:definite:00	man	119:126
23	_	glob|a	_	white_blood_cell%1	white_blood_cell%1:08:00::	auto	_
24	white	cf|a	JJ	white%1|white%2|white%3	_	un	127:132
25	blood	cf|a	NN	blood%1|blood%2	_	un	133:138
26	cells	cf|a	NNS	cell%1	_	un	139:144

# text = a muscle that contracts without conscious control and found in walls of internal organs such as stomach and intestine and bladder and blood vessels (excluding the heart)
# id = 05460473-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	muscle	wf	NN	muscle%1|muscle%2	muscle%1:08:00::	man	2:8
3	that	wf	WDT	that	_	ignore	9:13
4	contracts	wf	VBZ	contract%1|contract%2	contract%2:35:04::	man	14:23
5	without	wf	IN	without	_	ignore	24:31
6	conscious	wf	JJ	conscious%3	conscious%5:00:00:intended:00	man	32:41
7	control	wf	NN	control%1|control%2	_	un	42:49
8	and	wf	CC	and	_	ignore	50:53
9	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	54:59
10	in	wf	IN	in	_	ignore	60:62
11	walls	wf	NNS	wall%1|wall%2	_	un	63:68
12	of	wf	IN	of	_	ignore	69:71
13	_	glob|a	_	internal_organ%1	internal_organ%1:08:00::	auto	_
14	internal	cf|a	JJ	internal%3	_	un	72:80
15	organs	cf|a	NNS	organ%1|organs%1	_	un	81:87
16	such	wf	RB	such%3|such%4	_	un	88:92
17	as	wf	IN	as	_	ignore	93:95
18	stomach	wf	NN	stomach%1|stomach%2	stomach%1:08:00::	man	96:103
19	and	wf	CC	and	_	ignore	104:107
20	intestine	wf	NN	intestine%1	intestine%1:08:00::	auto	108:117
21	and	wf	CC	and	_	ignore	118:121
22	bladder	wf	NN	bladder%1	bladder%1:08:00::	man	122:129
23	and	wf	CC	and	_	ignore	130:133
24	_	glob|b	_	blood_vessel%1	blood_vessel%1:08:00::	auto	_
25	blood	cf|b	NN	blood%1|blood%2	_	un	134:139
26	vessels	cf|b	NNS	vessel%1	_	un	140:147
27	(	wf	punc	_	_	ignore	148:149
28	excluding	wf	VBG	exclude%2	exclude%2:42:00::	man	149:158
29	the	wf	DT	the	_	ignore	159:162
30	heart	wf	NN	heart%1	heart%1:08:00::	man	163:168
31	)	wf	punc	_	_	ignore	168:169

# text = a nerve fiber encased in a sheath of myelin
# id = 05464378-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	nerve_fiber%1	nerve_fiber%1:08:00::	auto	_
3	nerve	cf|a	NN	nerve%1|nerve%2	_	un	2:7
4	fiber	cf|a	NN	fiber%1	_	un	8:13
5	encased	wf	VBD	encase%2|encased%3	encase%2:35:00::	man	14:21
6	in	wf	IN	in	_	ignore	22:24
7	a	wf	DT	a	_	ignore	25:26
8	sheath	wf	NN	sheath%1	sheath%1:08:00::	man	27:33
9	of	wf	IN	of	_	ignore	34:36
10	myelin	wf	NN	myelin%1	myelin%1:27:00::	auto	37:43

# text = thin membranous sheath around a nerve fiber
# id = 05464939-n-1
# type = def
1	thin	wf	JJ	thin%2|thin%3|thin%4	_	un	0:4
2	membranous	wf	JJ	membranous%3	membranous%3:01:00::	man	5:15
3	sheath	wf	NN	sheath%1	sheath%1:08:00::	man	16:22
4	around	wf	IN	around%4	_	un	23:29
5	a	wf	DT	a	_	ignore	30:31
6	_	glob|a	_	nerve_fiber%1	nerve_fiber%1:08:00::	auto	_
7	nerve	cf|a	NN	nerve%1|nerve%2	_	un	32:37
8	fiber	cf|a	NN	fiber%1	_	un	38:43

# text = a layer of myelin encasing (and insulating) the axons of medullated nerve fibers
# id = 05464685-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	layer	wf	NN	layer%1|layer%2	layer%1:06:00::	man	2:7
3	of	wf	IN	of	_	ignore	8:10
4	myelin	wf	NN	myelin%1	myelin%1:27:00::	auto	11:17
5	encasing	wf	VBG	encase%2	encase%2:35:00::	man	18:26
6	(	wf	punc	_	_	ignore	27:28
7	and	wf	CC	and	_	ignore	28:31
8	insulating	wf	VBG	insulate%2	insulate%2:30:01::	man	32:42
9	)	wf	punc	_	_	ignore	42:43
10	the	wf	DT	the	_	ignore	44:47
11	axons	wf	NN	axon%1	axon%1:08:00::	auto	48:53
12	of	wf	IN	of	_	ignore	54:56
13	_	glob|a	_	medullated_nerve_fiber%1	medullated_nerve_fiber%1:08:00::	auto	_
14	medullated	cf|a	JJ	medullated%3	_	un	57:67
15	nerve	cf|a	NN	nerve%1|nerve%2	_	un	68:73
16	fibers	cf|a	NNS	fiber%1	_	un	74:80

# text = a nerve cell in the brain
# id = 05465868-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	nerve_cell%1	nerve_cell%1:08:00::	auto	_
3	nerve	cf|a	NN	nerve%1|nerve%2	_	un	2:7
4	cell	cf|a	NN	cell%1	_	un	8:12
5	in	wf	IN	in	_	ignore	13:15
6	the	wf	DT	the	_	ignore	16:19
7	brain	wf	NN	brain%1|brain%2	brain%1:08:00::	man	20:25

# text = a specialized structure at the peripheral end of some motor or sensory nerve fibers
# id = 05465392-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	specialized	wf	JJ	specialize%2|specialized%3	_	un	2:13
3	structure	wf	NN	structure%1|structure%2	structure%1:08:00::	man	14:23
4	at	wf	IN	at	_	ignore	24:26
5	the	wf	DT	the	_	ignore	27:30
6	peripheral	wf	JJ	peripheral%1|peripheral%3	_	un	31:41
7	end	wf	NN	end%1|end%2	end%1:15:00::	man	42:45
8	of	wf	IN	of	_	ignore	46:48
9	some	wf	DT	some	_	ignore	49:53
10	motor	wf	NN	motor%1|motor%2|motor%3	motor%1:17:00::	man	54:59
11	or	wf	CC	or	_	ignore	60:62
12	sensory	wf	JJ	sensory%3	sensory%5:00:00:afferent:00	man	63:70
13	nerve	wf	NN	nerve%1|nerve%2	_	un	71:76
14	fibers	wf	NNS	fiber%1	_	un	77:83

# text = a nerve fiber that terminates on a muscle or gland and stimulates contraction or secretion
# id = 05465228-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	nerve_fiber%1	nerve_fiber%1:08:00::	auto	_
3	nerve	cf|a	NN	nerve%1|nerve%2	_	un	2:7
4	fiber	cf|a	NN	fiber%1	_	un	8:13
5	that	wf	WDT	that	_	ignore	14:18
6	terminates	wf	VBZ	terminate%2	terminate%2:42:00::	man	19:29
7	on	wf	IN	on	_	ignore	30:32
8	a	wf	DT	a	_	ignore	33:34
9	muscle	wf	NN	muscle%1|muscle%2	muscle%1:08:00::	man	35:41
10	or	wf	CC	or	_	ignore	42:44
11	gland	wf	NN	gland%1	gland%1:08:00::	auto	45:50
12	and	wf	CC	and	_	ignore	51:54
13	stimulates	wf	VBZ	stimulate%2	stimulate%2:32:01::	man	55:65
14	contraction	wf	NN	contraction%1	contraction%1:04:01::	man	66:77
15	or	wf	CC	or	_	ignore	78:80
16	secretion	wf	NN	secretion%1	secretion%1:22:00::	man	81:90

# text = a system (including the thymus and bone marrow and lymphoid tissues) that protects the body from foreign substances and pathogenic organisms by producing the immune response
# id = 05460870-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	system	wf	NN	system%1	_	un	2:8
3	(	wf	punc	_	_	ignore	9:10
4	including	wf	VBG	include%2	_	un	10:19
5	the	wf	DT	the	_	ignore	20:23
6	thymus	wf	NN	thymus%1	thymus%1:08:00::	auto	24:30
7	and	wf	CC	and	_	ignore	31:34
8	_	glob|b	_	bone_marrow%1	bone_marrow%1:08:00::	man	_
9	bone	cf|b	JJ	bone%1|bone%2|bone%3	_	un	35:39
10	marrow	cf|b	NN	marrow%1	_	un	40:46
11	and	wf	CC	and	_	ignore	47:50
12	_	glob|a	_	lymphoid_tissue%1	lymphoid_tissue%1:08:00::	auto	_
13	lymphoid	cf|a	JJ	lymphoid%3	_	un	51:59
14	tissues	cf|a	NNS	tissue%1|tissue%2	_	un	60:67
15	)	wf	punc	_	_	ignore	67:68
16	that	wf	WDT	that	_	ignore	69:73
17	protects	wf	VBZ	protect%2	protect%2:33:00::	man	74:82
18	the	wf	DT	the	_	ignore	83:86
19	body	wf	NN	body%1|body%2	body%1:08:00::	man	87:91
20	from	wf	IN	from	_	ignore	92:96
21	foreign	wf	JJ	foreign%3	foreign%3:00:01::|foreign%5:00:00:adulterating:00	man	97:104
22	substances	wf	NNS	substance%1	_	un	105:115
23	and	wf	CC	and	_	ignore	116:119
24	pathogenic	wf	JJ	pathogenic%3	pathogenic%5:00:00:unhealthful:00	auto	120:130
25	organisms	wf	NNS	organism%1	organism%1:03:00::	man	131:140
26	by	wf	IN	by	_	ignore	141:143
27	producing	wf	VBG	produce%2	produce%2:36:03::	man	144:153
28	the	wf	DT	the	_	ignore	154:157
29	_	glob|c	_	immune_response%1	immune_response%1:04:00::	auto	_
30	immune	cf|c	JJ	immune%1|immune%3	_	un	158:164
31	response	cf|c	NN	response%1	_	un	165:173

# text = a cell of the neuroglia
# id = 05467432-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	cell	wf	NN	cell%1	cell%1:03:00::	man	2:6
3	of	wf	IN	of	_	ignore	7:9
4	the	wf	DT	the	_	ignore	10:13
5	neuroglia	wf	NN	neuroglia%1	neuroglia%1:08:00::	auto	14:23

# text = a cell that is specialized to conduct nerve impulses
# id = 05465567-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	cell	wf	NN	cell%1	cell%1:03:00::	man	2:6
3	that	wf	WDT	that	_	ignore	7:11
4	is	wf	VBZ	i%1|be%2	_	un	12:14
5	specialized	wf	VBN	specialize%2|specialized%3	_	un	15:26
6	to	wf	TO	to	_	ignore	27:29
7	conduct	wf	VB	conduct%1|conduct%2	conduct%2:38:00::	man	30:37
8	_	glob|a	_	nerve_impulse%1	nerve_impulse%1:11:00::	auto	_
9	nerve	cf|a	NN	nerve%1|nerve%2	_	un	38:43
10	impulses	cf|a	NNS	impulse%1	_	un	44:52

# text = a large densely branching neuron that is the characteristic cell of the cerebellar cortex
# id = 05466244-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	large	wf	JJ	large%1|large%3|large%4	large%3:00:00::	man	2:7
3	densely	wf	RB	densely%4	densely%4:02:00::	man	8:15
4	branching	wf	JJ	branching%1|branch%2|branching%3	branching%5:00:00:branchy:00	man	16:25
5	neuron	wf	NN	neuron%1	neuron%1:08:00::	auto	26:32
6	that	wf	WDT	that	_	ignore	33:37
7	is	wf	VBZ	i%1|be%2	_	un	38:40
8	the	wf	DT	the	_	ignore	41:44
9	characteristic	wf	JJ	characteristic%1|characteristic%3	characteristic%3:00:00::	man	45:59
10	cell	wf	NN	cell%1	cell%1:03:00::	man	60:64
11	of	wf	IN	of	_	ignore	65:67
12	the	wf	DT	the	_	ignore	68:71
13	cerebellar	wf	JJ	cerebellar%3	cerebellar%3:01:00::	auto	72:82
14	cortex	wf	NN	cortex%1	_	un	83:89

# text = the flattened end of a motor neuron that transmits neural impulses to a muscle
# id = 05466393-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	flattened	wf	JJ	flatten%2|flattened%3	flattened%5:00:00:planar:00	man	4:13
3	end	wf	NN	end%1|end%2	end%1:15:00::	man	14:17
4	of	wf	IN	of	_	ignore	18:20
5	a	wf	DT	a	_	ignore	21:22
6	_	glob|b	_	motor_neuron%1	motor_neuron%1:08:00::	auto	_
7	motor	cf|b	JJ	motor%1|motor%2|motor%3	_	un	23:28
8	neuron	cf|b	NN	neuron%1	_	un	29:35
9	that	wf	WDT	that	_	ignore	36:40
10	transmits	wf	VBZ	transmit%2	transmit%2:38:00::	man	41:50
11	neural	wf	JJ	neural%3	neural%3:01:01::	man	51:57
12	impulses	wf	NNS	impulse%1	impulse%1:11:00::	man	58:66
13	to	wf	TO	to	_	ignore	67:69
14	a	wf	DT	a	_	ignore	70:71
15	muscle	wf	NN	muscle%1|muscle%2	muscle%1:08:00::	man	72:78

# text = a cluster of nerve cells governing a specific bodily process; 
# id = 05463533-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	cluster	wf	NN	cluster%1|cluster%2	cluster%1:14:00::	man	2:9
3	of	wf	IN	of	_	ignore	10:12
4	_	glob|b	_	nerve_cell%1	nerve_cell%1:08:00::	auto	_
5	nerve	cf|b	NN	nerve%1|nerve%2	_	un	13:18
6	cells	cf|b	NNS	cell%1	_	un	19:24
7	governing	wf	VBG	governing%1|govern%2|governing%3	govern%2:41:01::	man	25:34
8	a	wf	DT	a	_	ignore	35:36
9	specific	wf	JJ	specific%1|specific%3	_	un	37:45
10	_	glob|a	_	bodily_process%1	bodily_process%1:22:00::	auto	_
11	bodily	cf|a	JJ	bodily%3|bodily%4	_	un	46:52
12	process	cf|a	NN	process%1|process%2	_	un	53:60
13	;	wf	punc	_	_	ignore	60:61

# text = in most people the speech center is in the left hemisphere
# id = 05463533-n-2
# type = ex
1	in	wf	_	in	_	ignore	0:2
2	most	wf	_	many%3|most%3|much%3|most%4|much%4	_	un	3:7
3	people	wf	_	people%1|people%2	_	un	8:14
4	the	wf	_	the	_	ignore	15:18
5	speech	wf	_	speech%1	_	un	19:25
6	center	wf	_	center%1|center%2|center%3	center%1:08:00::	auto	26:32
7	is	wf	_	i%1|be%2	_	un	33:35
8	in	wf	_	in	_	ignore	36:38
9	the	wf	_	the	_	ignore	39:42
10	left	wf	_	left%1|leave%2|left%3|left%4	_	un	43:47
11	hemisphere	wf	_	hemisphere%1	_	un	48:58

# text = sensory end organ that responds to changes in osmotic pressure
# id = 05466575-n-1
# type = def
1	sensory	wf	JJ	sensory%3	sensory%3:01:00::	man	0:7
2	_	glob|b	_	end_organ%1	end_organ%1:08:00::	auto	_
3	end	cf|b	NN	end%1|end%2	_	un	8:11
4	organ	cf|b	NN	organ%1	_	un	12:17
5	that	wf	WDT	that	_	ignore	18:22
6	responds	wf	VBZ	respond%2	respond%2:31:00::	man	23:31
7	to	wf	TO	to	_	ignore	32:34
8	changes	wf	NNS	change%1|change%2	change%1:24:00::	man	35:42
9	in	wf	IN	in	_	ignore	43:45
10	_	glob|a	_	osmotic_pressure%1	osmotic_pressure%1:19:00::	auto	_
11	osmotic	cf|a	JJ	osmotic%3	_	un	46:53
12	pressure	cf|a	NN	pressure%1|pressure%2	_	un	54:62

# text = a neuron conducting impulses outwards from the brain or spinal cord
# id = 05466696-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	neuron	wf	NN	neuron%1	neuron%1:08:00::	auto	2:8
3	conducting	wf	NN	conducting%1|conduct%2	conduct%2:38:00::	man	9:19
4	impulses	wf	NNS	impulse%1	impulse%1:11:00::	man	20:28
5	outwards	wf	RB	outwards%4	outwards%4:02:00::	auto	29:37
6	from	wf	IN	from	_	ignore	38:42
7	the	wf	DT	the	_	ignore	43:46
8	brain	wf	NN	brain%1|brain%2	brain%1:08:00::	man	47:52
9	or	wf	CC	or	_	ignore	53:55
10	_	glob|a	_	spinal_cord%1	spinal_cord%1:08:00::	auto	_
11	spinal	cf|a	JJ	spinal%1|spinal%3	_	un	56:62
12	cord	cf|a	NN	cord%1|cord%2	_	un	63:67

# text = any cell that covers the nerve fibers in the peripheral nervous system and forms the myelin sheath
# id = 05465071-n-1
# type = def
1	any	wf	DT	any	_	ignore	0:3
2	cell	wf	NN	cell%1	cell%1:03:00::	man	4:8
3	that	wf	WDT	that	_	ignore	9:13
4	covers	wf	VBZ	cover%1|cover%2	_	un	14:20
5	the	wf	DT	the	_	ignore	21:24
6	_	glob|c	_	nerve_fiber%1	nerve_fiber%1:08:00::	auto	_
7	nerve	cf|c	NN	nerve%1|nerve%2	_	un	25:30
8	fibers	cf|c	NNS	fiber%1	_	un	31:37
9	in	wf	IN	in	_	ignore	38:40
10	the	wf	DT	the	_	ignore	41:44
11	_	glob|a	_	peripheral_nervous_system%1	peripheral_nervous_system%1:08:00::	auto	_
12	peripheral	cf|a	JJ	peripheral%1|peripheral%3	_	un	45:55
13	nervous	cf|a	JJ	nervous%3	_	un	56:63
14	system	cf|a	NN	system%1	_	un	64:70
15	and	wf	CC	and	_	ignore	71:74
16	forms	wf	VBZ	form%1|form%2	form%2:42:00::	man	75:80
17	the	wf	DT	the	_	ignore	81:84
18	_	glob|b	_	myelin_sheath%1	myelin_sheath%1:08:00::	auto	_
19	myelin	cf|b	NN	myelin%1	_	un	85:91
20	sheath	cf|b	NN	sheath%1	_	un	92:98

# text = comparatively large neuroglial cell
# id = 05467758-n-1
# type = def
1	comparatively	wf	RB	comparatively%4	comparatively%4:02:00::	auto	0:13
2	large	wf	JJ	large%1|large%3|large%4	large%3:00:00::	man	14:19
3	_	glob|a	_	neuroglial_cell%1	neuroglial_cell%1:08:00::	auto	_
4	neuroglial	cf|a	JJ	neuroglial%3	_	un	20:30
5	cell	cf|a	NN	cell%1	_	un	31:35

# text = tissue consisting of large stellate neuroglial cells
# id = 05467619-n-1
# type = def
1	tissue	wf	NN	tissue%1|tissue%2	tissue%1:08:00::	man	0:6
2	consisting	wf	VBG	consist%2	_	un	7:17
3	of	wf	IN	of	_	ignore	18:20
4	large	wf	JJ	large%1|large%3|large%4	large%3:00:00::	man	21:26
5	stellate	wf	JJ	stellate%3	stellate%5:00:00:symmetrical:00	auto	27:35
6	_	glob|a	_	neuroglial_cell%1	neuroglial_cell%1:08:00::	auto	_
7	neuroglial	cf|a	JJ	neuroglial%3	_	un	36:46
8	cells	cf|a	NNS	cell%1	_	un	47:52

# text = a cell of the oligodendroglia
# id = 05468739-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	cell	wf	NN	cell%1	cell%1:03:00::	man	2:6
3	of	wf	IN	of	_	ignore	7:9
4	the	wf	DT	the	_	ignore	10:13
5	oligodendroglia	wf	NN	oligodendroglia%1	oligodendroglia%1:08:00::	auto	14:29

# text = a neuron conducting impulses inwards to the brain or spinal cord
# id = 05466892-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	neuron	wf	NN	neuron%1	neuron%1:08:00::	auto	2:8
3	conducting	wf	NN	conducting%1|conduct%2	conduct%2:38:00::	man	9:19
4	impulses	wf	NNS	impulse%1	impulse%1:11:00::	man	20:28
5	inwards	wf	RB	inwards%4	inwards%4:02:00::	man	29:36
6	to	wf	TO	to	_	ignore	37:39
7	the	wf	DT	the	_	ignore	40:43
8	brain	wf	NN	brain%1|brain%2	brain%1:08:00::	man	44:49
9	or	wf	CC	or	_	ignore	50:52
10	_	glob|a	_	spinal_cord%1	spinal_cord%1:08:00::	auto	_
11	spinal	cf|a	JJ	spinal%1|spinal%3	_	un	53:59
12	cord	cf|a	NN	cord%1|cord%2	_	un	60:64

# text = neuroglial tissue of mesodermal origin that can become phagocytic
# id = 05468211-n-1
# type = def
1	neuroglial	wf	JJ	neuroglial%3	neuroglial%3:01:00::	auto	0:10
2	tissue	wf	NN	tissue%1|tissue%2	tissue%1:08:00::	man	11:17
3	of	wf	IN	of	_	ignore	18:20
4	mesodermal	wf	JJ	mesodermal%3	mesodermal%3:01:00::	auto	21:31
5	origin	wf	NN	origin%1	origin%1:11:00::	man	32:38
6	that	wf	WDT	that	_	ignore	39:43
7	can	wf	MD	can%1|can%2	_	un	44:47
8	become	wf	VB	become%2	_	un	48:54
9	phagocytic	wf	JJ	phagocytic%3	phagocytic%3:01:00::	auto	55:65

# text = a kind of astrocyte found in the grey matter
# id = 05468098-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	kind	wf	NN	kind%1|kind%3	kind%1:09:00::	man	2:6
3	of	wf	IN	of	_	ignore	7:9
4	astrocyte	wf	NN	astrocyte%1	astrocyte%1:08:00::	auto	10:19
5	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	20:25
6	in	wf	IN	in	_	ignore	26:28
7	the	wf	DT	the	_	ignore	29:32
8	_	glob|a	_	grey_matter%1	grey_matter%1:08:00::	auto	_
9	grey	cf|a	JJ	grey%1|grey%2|grey%3	_	un	33:37
10	matter	cf|a	NN	matter%1|matter%2	_	un	38:44

# text = a neuron in the cerebral cortex with short dendrites and with either a long axon or a short axon that ramifies in the grey matter
# id = 05466005-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	neuron	wf	NN	neuron%1	neuron%1:08:00::	auto	2:8
3	in	wf	IN	in	_	ignore	9:11
4	the	wf	DT	the	_	ignore	12:15
5	_	glob|a	_	cerebral_cortex%1	cerebral_cortex%1:08:00::	auto	_
6	cerebral	cf|a	JJ	cerebral%3	_	un	16:24
7	cortex	cf|a	NN	cortex%1	_	un	25:31
8	with	wf	IN	with	_	ignore	32:36
9	short	wf	JJ	short%1|short%2|short%3|short%4	short%3:00:01::	man	37:42
10	dendrites	wf	NN	dendrite%1	dendrite%1:08:00::	auto	43:52
11	and	wf	CC	and	_	ignore	53:56
12	with	wf	IN	with	_	ignore	57:61
13	either	wf	CC	either	_	ignore	62:68
14	a	wf	DT	a	_	ignore	69:70
15	long	wf	JJ	long%2|long%3|long%4	long%3:00:01::	man	71:75
16	axon	wf	NN	axon%1	axon%1:08:00::	auto	76:80
17	or	wf	CC	or	_	ignore	81:83
18	a	wf	DT	a	_	ignore	84:85
19	short	wf	JJ	short%1|short%2|short%3|short%4	short%3:00:01::	man	86:91
20	axon	wf	NN	axon%1	axon%1:08:00::	auto	92:96
21	that	wf	WDT	that	_	ignore	97:101
22	ramifies	wf	VB	ramify%2	_	un	102:110
23	in	wf	IN	in	_	ignore	111:113
24	the	wf	DT	the	_	ignore	114:117
25	_	glob|b	_	grey_matter%1	grey_matter%1:08:00::	auto	_
26	grey	cf|b	JJ	grey%1|grey%2|grey%3	_	un	118:122
27	matter	cf|b	NN	matter%1|matter%2	_	un	123:129

# text = the part of the brain (in a fold of the cerebral cortex of the temporal lobe on both sides of the brain) that receives impulses from the ear by way of the auditory nerve
# id = 05463873-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	part	wf	NN	part%1|part%2|part%4	_	un	4:8
3	of	wf	IN	of	_	ignore	9:11
4	the	wf	DT	the	_	ignore	12:15
5	brain	wf	NN	brain%1|brain%2	brain%1:08:00::	man	16:21
6	(	wf	punc	_	_	ignore	22:23
7	in	wf	IN	in	_	ignore	23:25
8	a	wf	DT	a	_	ignore	26:27
9	fold	wf	NN	fold%1|fold%2	_	un	28:32
10	of	wf	IN	of	_	ignore	33:35
11	the	wf	DT	the	_	ignore	36:39
12	_	glob|a	_	cerebral_cortex%1	cerebral_cortex%1:08:00::	auto	_
13	cerebral	cf|a	JJ	cerebral%3	_	un	40:48
14	cortex	cf|a	NN	cortex%1	_	un	49:55
15	of	wf	IN	of	_	ignore	56:58
16	the	wf	DT	the	_	ignore	59:62
17	_	glob|b	_	temporal_lobe%1	temporal_lobe%1:08:00::	auto	_
18	temporal	cf|b	JJ	temporal%1|temporal%3	_	un	63:71
19	lobe	cf|b	NN	lobe%1	_	un	72:76
20	on	wf	IN	on	_	ignore	77:79
21	both	wf	JJ	both%3	both%5:00:00:some:00	auto	80:84
22	sides	wf	NNS	side%1|side%2	_	un	85:90
23	of	wf	IN	of	_	ignore	91:93
24	the	wf	DT	the	_	ignore	94:97
25	brain	wf	NN	brain%1|brain%2	brain%1:08:00::	man	98:103
26	)	wf	punc	_	_	ignore	103:104
27	that	wf	WDT	that	_	ignore	105:109
28	receives	wf	VBZ	receive%2	_	un	110:118
29	impulses	wf	NNS	impulse%1	impulse%1:11:00::	man	119:127
30	from	wf	IN	from	_	ignore	128:132
31	the	wf	DT	the	_	ignore	133:136
32	ear	wf	NN	ear%1	ear%1:08:00::	man	137:140
33	by	wf	IN	by	_	ignore	141:143
34	way	wf	NN	way%1|way%4	_	ignore	144:147
35	of	wf	IN	of	_	ignore	148:150
36	the	wf	DT	the	_	ignore	151:154
37	_	glob|c	_	auditory_nerve%1	auditory_nerve%1:08:00::	auto	_
38	auditory	cf|c	JJ	auditory%3	_	un	155:163
39	nerve	cf|c	NN	nerve%1|nerve%2	_	un	164:169

# text = a cell of the microglia that may become phagocytic and collect waste products of nerve tissue
# id = 05468351-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	cell	wf	NN	cell%1	cell%1:03:00::	man	2:6
3	of	wf	IN	of	_	ignore	7:9
4	the	wf	DT	the	_	ignore	10:13
