# text = neotenic development
# id = 02768421-a-2
# type = ex
1	neotenic	wf	_	neotenic%3	neotenic%3:01:00::	auto	0:8
11	or	wf	CC	or	_	ignore	58:60
12	softly	wf	RB	softly%4	softly%4:02:02::	man	61:67
13	graded	wf	JJ	grade%2|graded%3	graded%5:00:00:hierarchical:00	man	68:74
14	shadow	wf	NN	shadow%1|shadow%2	shadow%1:26:01::	man	75:81
15	,	wf	punc	_	_	ignore	81:82
16	as	wf	RB	as	_	ignore	83:85
17	in	wf	IN	in	_	ignore	86:88
18	paint	wf	NN	paint%1|paint%2	paint%1:06:00::	man	89:94
19	or	wf	CC	or	_	ignore	95:97
20	ink	wf	NN	ink%1|ink%2	ink%1:27:01::	man	98:101

# text = write about a particular topic; 
# id = 01699172-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	about	wf	IN	about%3|about%4	_	un	6:11
3	a	wf	DT	a	_	ignore	12:13
4	particular	wf	JJ	particular%1|particular%3	_	un	14:24
5	topic	wf	NN	topic%1	topic%1:09:00::	man	25:30
6	;	wf	punc	_	_	ignore	30:31

# text = Snow wrote about China
# id = 01699172-v-2
# type = ex
1	Snow	wf	_	Snow%1|snow%1|snow%2	_	un	0:4
2	_	glob|a	_	write_about%2	write_about%2:36:00::	auto	_
3	wrote	cf|a	_	write%2	_	un	5:10
4	about	cf|a	_	about%3|about%4	_	un	11:16
5	China	wf	_	China%1	_	un	17:22

# text = write new lyrics for (a song)
# id = 01699059-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	new	wf	JJ	new%3|new%4	_	un	6:9
3	lyrics	wf	NN	lyric%1|lyric%2	lyric%1:10:01::	man	10:16
4	for	wf	IN	for	_	ignore	17:20
5	_	aux	_	_	_	_	_
6	(	wf	punc	_	_	ignore	21:22
7	a	wf	DT	a	_	ignore	22:23
8	song	wf	NN	song%1	song%1:10:00::	man	24:28
9	)	wf	punc	_	_	ignore	28:29
10	_	aux	_	_	_	_	_

# text = write paragraphs; work as a paragrapher
# id = 01699539-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	paragraphs	wf	NNS	paragraph%1|paragraph%2	paragraph%1:10:00::	man	6:16
3	;	wf	punc	_	_	ignore	16:17
4	work	wf	VB	work%1|work%2	_	un	18:22
5	as	wf	IN	as	_	ignore	23:25
6	a	wf	DT	a	_	ignore	26:27
7	paragrapher	wf	NN	paragrapher%1	paragrapher%1:18:00::	auto	28:39

# text = write about; 
# id = 01699346-v-1
# type = def
1	_	glob|a	_	write_about%2	write_about%2:36:00::	man	_
2	write	cf|a	VB	write%2	_	un	0:5
3	about	cf|a	RB	about%3|about%4	_	un	6:11
4	;	wf	punc	_	_	ignore	11:12

# text = The author of this article profiles a famous painter
# id = 01699346-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	author	wf	_	author%1|author%2	_	un	4:10
3	of	wf	_	of	_	ignore	11:13
4	this	wf	_	this	_	ignore	14:18
5	article	wf	_	article%1|article%2	_	un	19:26
6	profiles	wf	_	profile%1|profile%2	profile%2:36:01::	auto	27:35
7	a	wf	_	a	_	ignore	36:37
8	famous	wf	_	famous%3	_	un	38:44
9	painter	wf	_	painter%1	_	un	45:52

# text = write something fluently, and without hesitation
# id = 01700540-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	something	wf	PRP	something	_	ignore	6:15
3	fluently	wf	RB	fluently%4	fluently%4:02:00::	auto	16:24
4	,	wf	punc	_	_	ignore	24:25
5	and	wf	CC	and	_	ignore	26:29
6	without	wf	IN	without	_	ignore	30:37
7	hesitation	wf	NN	hesitation%1	hesitation%1:09:00::	man	38:48

# text = make up; 
# id = 01697986-v-1
# type = def
1	_	glob|a	_	make_up%2	make_up%2:36:03::	man	_
2	make	cf|a	VB	make%1|make%2	_	un	0:4
3	up	cf|a	RB	up%2|up%3|up%4	_	un	5:7
4	;	wf	punc	_	_	ignore	7:8

# text = coin phrases or words
# id = 01697986-v-2
# type = ex
1	coin	wf	_	coin%1|coin%2	coin%2:36:01::	auto	0:4
2	phrases	wf	_	phrase%1|phrase%2	_	un	5:12
3	or	wf	_	or	_	ignore	13:15
4	words	wf	_	word%1|words%1|word%2	_	un	16:21

# text = write about in a paragraph; 
# id = 01699700-v-1
# type = def
1	_	glob|a	_	write_about%2	write_about%2:36:00::	man	_
2	write	cf|a	VB	write%2	_	un	0:5
3	about	cf|a	RB	about%3|about%4	_	un	6:11
4	in	wf	IN	in	_	ignore	12:14
5	a	wf	DT	a	_	ignore	15:16
6	paragraph	wf	NN	paragraph%1|paragraph%2	paragraph%1:10:00::	man	17:26
7	;	wf	punc	_	_	ignore	26:27

# text = All her friends were paragraphed in last Monday's paper
# id = 01699700-v-2
# type = ex
1	All	wf	_	all%3|all%4	_	un	0:3
2	her	wf	_	her	_	ignore	4:7
3	friends	wf	_	friend%1	_	un	8:15
4	were	wf	_	be%2	_	un	16:20
5	paragraphed	wf	_	paragraph%2	paragraph%2:36:01::	auto	21:32
6	in	wf	_	in	_	ignore	33:35
7	last	wf	_	last%1|last%2|last%3|last%4	_	un	36:40
8	Monday's	wf	_	Monday%1	monday%1:28:00::	man	41:49
9	paper	wf	_	paper%1|paper%2	_	un	50:55

# text = form in clay, wax, etc; 
# id = 01697027-v-1
# type = def
1	form	wf	VB	form%1|form%2	form%2:36:00::	man	0:4
2	in	wf	IN	in	_	ignore	5:7
3	clay	wf	NN	clay%1	clay%1:27:00::	man	8:12
4	,	wf	punc	_	_	ignore	12:13
5	wax	wf	NN	wax%1|wax%2	wax%1:27:00::	man	14:17
6	,	wf	punc	_	_	ignore	17:18
7	etc	wf	RB	etc.	etc.%4:02:00::	auto	19:22
8	;	wf	punc	_	_	ignore	22:23

# text = model a head with clay
# id = 01697027-v-2
# type = ex
1	model	wf	_	model%1|model%2|model%3	model%2:36:00::	auto	0:5
2	a	wf	_	a	_	ignore	6:7
3	head	wf	_	head%1|head%2	_	un	8:12
4	with	wf	_	with	_	ignore	13:17
5	clay	wf	_	clay%1	_	un	18:22

# text = make a sketch of; 
# id = 01697628-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	sketch	wf	NN	sketch%1|sketch%2	sketch%1:06:00::	man	7:13
4	of	wf	IN	of	_	ignore	14:16
5	;	wf	punc	_	_	ignore	16:17

# text = sketch the building
# id = 01697628-v-2
# type = ex
1	sketch	wf	_	sketch%1|sketch%2	sketch%2:36:00::	auto	0:6
2	the	wf	_	the	_	ignore	7:10
3	building	wf	_	building%1|build%2	_	un	11:19

# text = produce a literary work; 
# id = 01698271-v-1
# type = def
1	produce	wf	VB	produce%1|produce%2	produce%2:36:00::	man	0:7
2	a	wf	DT	a	_	ignore	8:9
3	_	glob|a	_	literary_work%1	literary_work%1:10:00::	auto	_
4	literary	cf|a	JJ	literary%3	_	un	10:18
5	work	cf|a	NN	work%1|work%2	_	un	19:23
6	;	wf	punc	_	_	ignore	23:24

# text = She composed a poem
# id = 01698271-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	composed	wf	_	compose%2|composed%3	compose%2:36:01::	auto	4:12
3	a	wf	_	a	_	ignore	13:14
4	poem	wf	_	poem%1	_	un	15:19

# text = He wrote four novels
# id = 01698271-v-3
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	wrote	wf	_	write%2	write%2:36:00::	auto	3:8
3	four	wf	_	four	_	ignore	9:13
4	novels	wf	_	novel%1	_	un	14:20

# text = spell fully and without abbreviating; 
# id = 01700149-v-1
# type = def
1	spell	wf	VB	spell%1|spell%2	_	un	0:5
2	fully	wf	RB	fully%4	_	un	6:11
3	and	wf	CC	and	_	ignore	12:15
4	without	wf	IN	without	_	ignore	16:23
5	abbreviating	wf	VBG	abbreviate%2	_	un	24:36
6	;	wf	punc	_	_	ignore	36:37

# text = Can you spell out your middle name instead of just giving the initial?
# id = 01700149-v-2
# type = ex
1	Can	wf	_	can%1|can%2	_	un	0:3
2	you	wf	_	you	_	ignore	4:7
3	_	glob|a	_	spell_out%2	spell_out%2:36:00::	auto	_
4	spell	cf|a	_	spell%1|spell%2	_	un	8:13
5	out	cf|a	_	out%1|out%2|out%3|out%4	_	un	14:17
6	your	wf	_	your	_	ignore	18:22
7	middle	wf	_	middle%1|middle%2|middle%3	_	un	23:29
8	name	wf	_	name%1|name%2	_	un	30:34
9	instead	wf	_	instead%4	_	ignore	35:42
10	of	wf	_	of	_	ignore	43:45
11	just	wf	_	just%3|just%4	_	un	46:50
12	giving	wf	_	giving%1|give%2|giving%3	_	un	51:57
13	the	wf	_	the	_	ignore	58:61
14	initial	wf	_	initial%1|initial%2|initial%3	_	un	62:69
15	?	wf	punc	_	_	ignore	69:70

# text = divide or connect with a hyphen; 
# id = 01700326-v-1
# type = def
1	divide	wf	VB	divide%1|divide%2	divide%2:41:00::	man	0:6
2	or	wf	CC	or	_	ignore	7:9
3	connect	wf	VB	connect%2	_	un	10:17
4	with	wf	IN	with	_	ignore	18:22
5	a	wf	DT	a	_	ignore	23:24
6	hyphen	wf	NN	hyphen%1|hyphen%2	hyphen%1:10:00::	man	25:31
7	;	wf	punc	_	_	ignore	31:32

# text = hyphenate these words and names
# id = 01700326-v-2
# type = ex
1	hyphenate	wf	_	hyphenate%2	hyphenate%2:36:00::	auto	0:9
2	these	wf	_	these	_	ignore	10:15
3	words	wf	_	word%1|words%1|word%2	_	un	16:21
4	and	wf	_	and	_	ignore	22:25
5	names	wf	_	name%1|names%1|name%2	_	un	26:31

# text = write for commercial publications; 
# id = 01701152-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	for	wf	IN	for	_	ignore	6:9
3	commercial	wf	JJ	commercial%1|commercial%3	_	un	10:20
4	publications	wf	NNS	publication%1	_	un	21:33
5	;	wf	punc	_	_	ignore	33:34

# text = She writes copy for Harper's Bazaar
# id = 01701152-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	_	glob|a	_	write_copy%2	write_copy%2:36:00::	auto	_
3	writes	cf|a	_	write%2	_	un	4:10
4	copy	cf|a	_	copy%1|copy%2	_	un	11:15
5	for	wf	_	for	_	ignore	16:19
6	Harper's	wf	_	Harper	_	un	20:28
7	Bazaar	wf	_	Bazaar	_	un	29:35

# text = use alliteration as a form of poetry
# id = 01702154-v-1
# type = def
1	use	wf	VB	use%1|use%2	_	un	0:3
2	alliteration	wf	NN	alliteration%1	alliteration%1:10:00::	auto	4:16
3	as	wf	IN	as	_	ignore	17:19
4	a	wf	DT	a	_	ignore	20:21
5	form	wf	NN	form%1|form%2	form%1:09:01::	man	22:26
6	of	wf	IN	of	_	ignore	27:29
7	poetry	wf	NN	poetry%1	poetry%1:10:02::	man	30:36

# text = put into dramatic form; 
# id = 01701311-v-1
# type = def
1	put	wf	VB	put%1|put%2	put%2:35:05::	man	0:3
2	into	wf	IN	into	_	ignore	4:8
3	dramatic	wf	JJ	dramatic%3	dramatic%3:01:00::	man	9:17
4	form	wf	NN	form%1|form%2	form%1:10:02::	man	18:22
5	;	wf	punc	_	_	ignore	22:23

# text = adopt a book for a screenplay
# id = 01701311-v-2
# type = ex
1	adopt	wf	_	adopt%2	adopt%2:36:00::	auto	0:5
2	a	wf	_	a	_	ignore	6:7
3	book	wf	_	book%1|book%2	_	un	8:12
4	for	wf	_	for	_	ignore	13:16
5	a	wf	_	a	_	ignore	17:18
6	screenplay	wf	_	screenplay%1	_	un	19:29

# text = draw up an outline or sketch for something; 
# id = 01701634-v-1
# type = def
1	_	glob|a	_	draw_up%2	draw_up%2:31:00::	man	_
2	draw	cf|a	VB	draw%1|draw%2	_	un	0:4
3	up	cf|a	IN	up%2|up%3|up%4	_	un	5:7
4	an	wf	DT	an	_	ignore	8:10
5	outline	wf	NN	outline%1|outline%2	outline%1:10:00::	man	11:18
6	or	wf	CC	or	_	ignore	19:21
7	sketch	wf	NN	sketch%1|sketch%2	sketch%1:06:00::	man	22:28
8	for	wf	IN	for	_	ignore	29:32
9	something	wf	PRP	something	_	ignore	33:42
10	;	wf	punc	_	_	ignore	42:43

# text = draft a speech
# id = 01701634-v-2
# type = ex
1	draft	wf	_	draft%1|draft%2	draft%2:36:00::	auto	0:5
2	a	wf	_	a	_	ignore	6:7
3	speech	wf	_	speech%1	_	un	8:14

# text = write quickly; 
# id = 01700655-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	quickly	wf	RB	quickly%4	quickly%4:02:00::	man	6:13
3	;	wf	punc	_	_	ignore	13:14

# text = She dashed off a note to her husband saying she would not be home for supper
# id = 01700655-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	_	glob|a	_	dash_off%2	dash_off%2:36:00::	auto	_
3	dashed	cf|a	_	dash%2|dashed%3	_	un	4:10
4	off	cf|a	_	off%2|off%3|off%4	_	un	11:14
5	a	wf	_	a	_	ignore	15:16
6	note	wf	_	note%1|note%2	_	un	17:21
7	to	wf	_	to	_	ignore	22:24
8	her	wf	_	her	_	ignore	25:28
9	husband	wf	_	husband%1|husband%2	_	un	29:36
10	saying	wf	_	saying%1|say%2	_	un	37:43
11	she	wf	_	she	_	ignore	44:47
12	would	wf	_	would	_	ignore	48:53
13	not	wf	_	not%4	_	un	54:57
14	be	wf	_	be%2	_	un	58:60
15	home	wf	_	home%1|home%2|home%3|home%4	_	un	61:65
16	for	wf	_	for	_	ignore	66:69
17	supper	wf	_	supper%1	_	un	70:76

# text = He scratched off a thank-you note to the hostess
# id = 01700655-v-3
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	_	glob|b	_	scratch_off%2	scratch_off%2:36:00::	auto	_
3	scratched	cf|b	_	scratch%2	_	un	3:12
4	off	cf|b	_	off%2|off%3|off%4	_	un	13:16
5	a	wf	_	a	_	ignore	17:18
6	thank	wf	_	thank%2	_	un	19:24
7	you	wf	_	you	_	ignore	25:28
8	note	wf	_	note%1|note%2	_	un	29:33
9	to	wf	_	to	_	ignore	34:36
10	the	wf	_	the	_	ignore	37:40
11	hostess	wf	_	hostess%1	_	un	41:48

# text = compose rhymes
# id = 01701858-v-1
# type = def
1	compose	wf	VB	compose%2	_	un	0:7
2	rhymes	wf	NNS	rhyme%1|rhyme%2	rhyme%1:10:00::	man	8:14

# text = compose an elegy
# id = 01703326-v-1
# type = def
1	compose	wf	VB	compose%2	_	un	0:7
2	an	wf	DT	an	_	ignore	8:10
3	elegy	wf	NN	elegy%1	elegy%1:10:00::	auto	11:16

# text = write or name the letters that comprise the conventionally accepted form of (a word or part of a word); 
# id = 01699896-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	or	wf	CC	or	_	ignore	6:8
3	name	wf	VB	name%1|name%2	name%2:32:03::	man	9:13
4	the	wf	DT	the	_	ignore	14:17
5	letters	wf	NNS	letter%1|letters%1|letter%2	letter%1:10:01::	man	18:25
6	that	wf	WDT	that	_	ignore	26:30
7	comprise	wf	VBP	comprise%2	_	un	31:39
8	the	wf	DT	the	_	ignore	40:43
9	conventionally	wf	RB	conventionally%4	conventionally%4:02:00::	auto	44:58
10	accepted	wf	VBN	accept%2|accepted%3	_	un	59:67
11	form	wf	NN	form%1|form%2	form%1:10:00::	man	68:72
12	of	wf	IN	of	_	ignore	73:75
13	_	aux	_	_	_	_	_
14	(	wf	punc	_	_	ignore	76:77
15	a	wf	DT	a	_	ignore	77:78
16	word	wf	NN	word%1|word%2	word%1:10:00::	man	79:83
17	or	wf	CC	or	_	ignore	84:86
18	part	wf	NN	part%1|part%2|part%4	_	un	87:91
19	of	wf	IN	of	_	ignore	92:94
20	a	wf	DT	a	_	ignore	95:96
21	word	wf	NN	word%1|word%2	word%1:10:00::	man	97:101
22	)	wf	punc	_	_	ignore	101:102
23	_	aux	_	_	_	_	_
24	;	wf	punc	_	_	ignore	102:103

# text = He spelled the word wrong in this letter
# id = 01699896-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	spelled	wf	_	spell%2	spell%2:36:00::	auto	3:10
3	the	wf	_	the	_	ignore	11:14
4	word	wf	_	word%1|word%2	_	un	15:19
5	wrong	wf	_	wrong%1|wrong%2|wrong%3|wrong%4	_	un	20:25
6	in	wf	_	in	_	ignore	26:28
7	this	wf	_	this	_	ignore	29:33
8	letter	wf	_	letter%1|letter%2	_	un	34:40

# text = supply (blank verse or prose) with rhymes
# id = 01702033-v-1
# type = def
1	supply	wf	VB	supply%1|supply%2	_	un	0:6
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	7:8
4	_	glob|a	_	blank_verse%1	blank_verse%1:10:00::	man	_
5	blank	cf|a	JJ	blank%1|blank%2|blank%3	_	un	8:13
6	verse	cf|a	NN	verse%1|verse%2	_	un	14:19
7	or	wf	CC	or	_	ignore	20:22
8	prose	wf	NN	prose%1	prose%1:10:00::	man	23:28
9	)	wf	punc	_	_	ignore	28:29
10	_	aux	_	_	_	_	_
11	with	wf	IN	with	_	ignore	30:34
12	rhymes	wf	NNS	rhyme%1|rhyme%2	rhyme%1:10:00::	man	35:41

# text = praise in a sonnet
# id = 01703730-v-1
# type = def
1	praise	wf	VB	praise%1|praise%2	praise%2:32:00::	man	0:6
2	in	wf	IN	in	_	ignore	7:9
3	a	wf	DT	a	_	ignore	10:11
4	sonnet	wf	NN	sonnet%1|sonnet%2	sonnet%1:10:00::	man	12:18

# text = make spondaic; 
# id = 01703195-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:30:00::	man	0:4
2	spondaic	wf	JJ	spondaic%3	spondaic%3:01:00::	auto	5:13
3	;	wf	punc	_	_	ignore	13:14

# text = spondaize verses
# id = 01703195-v-2
# type = ex
1	spondaize	wf	_	spondaize%2	spondaize%2:36:00::	auto	0:9
2	verses	wf	_	verse%1|verse%2	_	un	10:16

# text = sing loudly and forcefully
# id = 01704030-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	loudly	wf	RB	loudly%4	loudly%4:02:00::	man	5:11
3	and	wf	CC	and	_	ignore	12:15
4	forcefully	wf	RB	forcefully%4	forcefully%4:02:00::	auto	16:26

# text = compose in poetic meter; 
# id = 01703023-v-1
# type = def
1	compose	wf	VB	compose%2	_	un	0:7
2	in	wf	IN	in	_	ignore	8:10
3	poetic	wf	JJ	poetic%3	poetic%5:00:00:rhetorical:00	man	11:17
4	meter	wf	NN	meter%1|meter%2	meter%1:10:00::	man	18:23
5	;	wf	punc	_	_	ignore	23:24

# text = The bard metrified his poems very precisely
# id = 01703023-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	bard	wf	_	bard%1|bard%2	_	un	4:8
3	metrified	wf	_	metrify%2	metrify%2:36:00::	auto	9:18
4	his	wf	_	his	_	ignore	19:22
5	poems	wf	_	poem%1	_	un	23:28
6	very	wf	_	very%3|very%4	_	un	29:33
7	precisely	wf	_	precisely%4	_	un	34:43

# text = compose verses or put into verse; 
# id = 01702514-v-1
# type = def
1	compose	wf	VB	compose%2	_	un	0:7
2	verses	wf	NNS	verse%1|verse%2	verse%1:10:02::	man	8:14
3	or	wf	CC	or	_	ignore	15:17
4	put	wf	VB	put%1|put%2	put%2:35:05::	man	18:21
5	into	wf	IN	into	_	ignore	22:26
6	verse	wf	NN	verse%1|verse%2	verse%1:10:02::	man	27:32
7	;	wf	punc	_	_	ignore	32:33

# text = He versified the ancient saga
# id = 01702514-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	versified	wf	_	versify%2	versify%2:36:00::	auto	3:12
3	the	wf	_	the	_	ignore	13:16
4	ancient	wf	_	ancient%1|ancient%3	_	un	17:24
5	saga	wf	_	saga%1	_	un	25:29

# text = sing a descant on a main tune or melody
# id = 01704129-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:01::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	descant	wf	NN	descant%1|descant%2	descant%1:10:00::	man	7:14
4	on	wf	IN	on	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	main	wf	JJ	main%1|main%3	main%5:00:00:important:00	man	20:24
7	tune	wf	NN	tune%1|tune%2	tune%1:10:00::	man	25:29
8	or	wf	CC	or	_	ignore	30:32
9	melody	wf	NN	melody%1	melody%1:10:00::	man	33:39

# text = rewrite so as to make fit to suit a new or different purpose; 
# id = 01700934-v-1
# type = def
1	rewrite	wf	VB	rewrite%1|rewrite%2	rewrite%2:32:00::	man	0:7
2	so	wf	RB	so%1|so%4	_	un	8:10
3	as	wf	IN	as	_	ignore	11:13
4	to	wf	TO	to	_	ignore	14:16
5	make	wf	VB	make%1|make%2	make%2:30:00::	man	17:21
6	fit	wf	JJ	fit%1|fit%2|fit%3	fit%3:00:02::	man	22:25
7	to	wf	TO	to	_	ignore	26:28
8	suit	wf	VB	suit%1|suit%2	suit%2:42:00::	man	29:33
9	a	wf	DT	a	_	ignore	34:35
10	new	wf	JJ	new%3|new%4	_	un	36:39
11	or	wf	CC	or	_	ignore	40:42
12	different	wf	JJ	different%3	_	un	43:52
13	purpose	wf	NN	purpose%1|purpose%2	_	un	53:60
14	;	wf	punc	_	_	ignore	60:61

# text = re-write a play for use in schools
# id = 01700934-v-2
# type = ex
1	re	wf	_	re%1	_	un	0:2
2	write	wf	_	write%2	_	un	3:8
3	a	wf	_	a	_	ignore	9:10
4	play	wf	_	play%1|play%2	_	un	11:15
5	for	wf	_	for	_	ignore	16:19
6	use	wf	_	use%1|use%2	_	un	20:23
7	in	wf	_	in	_	ignore	24:26
8	schools	wf	_	school%1|school%2	_	un	27:34

# text = make a play on words; 
# id = 01702331-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:12::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	play	wf	NN	play%1|play%2	_	un	7:11
4	on	wf	IN	on	_	ignore	12:14
5	words	wf	NNS	word%1|words%1|word%2	word%1:10:00::	man	15:20
6	;	wf	punc	_	_	ignore	20:21

# text = Japanese like to pun--their language is well suited to punning
# id = 01702331-v-2
# type = ex
1	Japanese	wf	_	Japanese%1|Japanese%3	_	un	0:8
2	like	wf	_	like%1|like%2|like%3	_	un	9:13
3	to	wf	_	to	_	ignore	14:16
4	pun	wf	_	pun%1|pun%2	pun%2:36:00::	auto	17:20
5	--	wf	punc	_	_	ignore	20:22
6	their	wf	_	their	_	ignore	22:27
7	language	wf	_	language%1	_	un	28:36
8	is	wf	_	i%1|be%2	_	un	37:39
9	well	wf	_	well%1|well%2|well%3|well%4	_	un	40:44
10	suited	wf	_	suit%2|suited%3	_	un	45:51
11	to	wf	_	to	_	ignore	52:54
12	punning	wf	_	punning%1|pun%2	pun%2:36:00::	auto	55:62

# text = be the author of; 
# id = 01704452-v-1
# type = def
1	be	wf	VB	be%2	_	un	0:2
2	the	wf	DT	the	_	ignore	3:6
3	author	wf	NN	author%1|author%2	author%1:18:00::	man	7:13
4	of	wf	IN	of	_	ignore	14:16
5	;	wf	punc	_	_	ignore	16:17

# text = She authored this play
# id = 01704452-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	authored	wf	_	author%2	author%2:36:00::	auto	4:12
3	this	wf	_	this	_	ignore	13:17
4	play	wf	_	play%1|play%2	_	un	18:22

# text = write for someone else; 
# id = 01704752-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	for	wf	IN	for	_	ignore	6:9
3	someone	wf	NN	someone%1	someone%1:03:00::	auto	10:17
4	else	wf	RB	else	_	un	18:22
5	;	wf	punc	_	_	ignore	22:23

# text = How many books have you ghostwritten so far?
# id = 01704752-v-2
# type = ex
1	How	wf	_	how	_	ignore	0:3
2	many	wf	_	many	_	ignore	4:8
3	books	wf	_	book%1|book%2	_	un	9:14
4	have	wf	_	have%1|have%2	_	un	15:19
5	you	wf	_	you	_	ignore	20:23
6	ghostwritten	wf	_	ghostwrite%2	ghostwrite%2:36:00::	auto	24:36
7	so	wf	_	so%1|so%4	_	un	37:39
8	far	wf	_	far%3|far%4	_	un	40:43
9	?	wf	punc	_	_	ignore	43:44

# text = be a co-author on (a book, a paper)
# id = 01704631-v-1
# type = def
1	be	wf	VB	be%2	_	un	0:2
2	a	wf	DT	a	_	ignore	3:4
3	co-author	wf	VB	co-author%2	_	un	5:14
4	on	wf	IN	on	_	ignore	15:17
5	_	aux	_	_	_	_	_
6	(	wf	punc	_	_	ignore	18:19
7	a	wf	DT	a	_	ignore	19:20
8	book	wf	NN	book%1|book%2	book%1:10:00::	man	21:25
9	,	wf	punc	_	_	ignore	25:26
10	a	wf	DT	a	_	ignore	27:28
11	paper	wf	NN	paper%1|paper%2	paper%1:10:01::|paper%1:10:02::|paper%1:10:00::	man	29:34
12	)	wf	punc	_	_	ignore	34:35
13	_	aux	_	_	_	_	_

# text = sing and play for somebody; 
# id = 01703857-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	and	wf	CC	and	_	ignore	5:8
3	play	wf	VB	play%1|play%2	_	un	9:13
4	for	wf	IN	for	_	ignore	14:17
5	somebody	wf	NN	somebody%1	somebody%1:03:00::	auto	18:26
6	;	wf	punc	_	_	ignore	26:27

# text = She was serenaded by her admirers
# id = 01703857-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	was	wf	_	be%2	_	un	4:7
3	serenaded	wf	_	serenade%2	serenade%2:36:00::	auto	8:17
4	by	wf	_	by	_	ignore	18:20
5	her	wf	_	her	_	ignore	21:24
6	admirers	wf	_	admirer%1	_	un	25:33

# text = write (music) for (a text)
# id = 01706014-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	6:7
4	music	wf	NN	music%1	music%1:10:00::	man	7:12
5	)	wf	punc	_	_	ignore	12:13
6	_	aux	_	_	_	_	_
7	for	wf	IN	for	_	ignore	14:17
8	_	aux	_	_	_	_	_
9	(	wf	punc	_	_	ignore	18:19
10	a	wf	DT	a	_	ignore	19:20
11	text	wf	NN	text%1	text%1:10:01::	man	21:25
12	)	wf	punc	_	_	ignore	25:26
13	_	aux	_	_	_	_	_

# text = write in counterpoint; 
# id = 01705841-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	in	wf	IN	in	_	ignore	6:8
3	counterpoint	wf	NN	counterpoint%1|counterpoint%2	counterpoint%1:10:00::	man	9:21
4	;	wf	punc	_	_	ignore	21:22

# text = Bach perfected the art of counterpointing
# id = 01705841-v-2
# type = ex
1	Bach	wf	_	Bach%1|bach%2	_	un	0:4
2	perfected	wf	_	perfect%2|perfected%3	_	un	5:14
3	the	wf	_	the	_	ignore	15:18
4	art	wf	_	art%1	_	un	19:22
5	of	wf	_	of	_	ignore	23:25
6	counterpointing	wf	_	counterpoint%2	counterpoint%2:36:00::	auto	26:41

# text = adapt; 
# id = 01706375-v-1
# type = def
1	adapt	wf	VB	adapt%2	_	un	0:5
2	;	wf	punc	_	_	ignore	5:6

# text = put these words to music
# id = 01706375-v-2
# type = ex
1	put	wf	_	put%1|put%2	put%2:36:13::	auto	0:3
2	these	wf	_	these	_	ignore	4:9
3	words	wf	_	word%1|words%1|word%2	_	un	10:15
4	to	wf	_	to	_	ignore	16:18
5	music	wf	_	music%1	_	un	19:24

# text = write a musical score for
# id = 01706488-v-1
# type = def
1	write	wf	VB	write%2	_	un	0:5
2	a	wf	DT	a	_	ignore	6:7
3	_	glob|a	_	musical_score%1	musical_score%1:10:00::	auto	_
4	musical	cf|a	JJ	musical%1|musical%3	_	un	8:15
5	score	cf|a	NN	score%1|score%2	_	un	16:21
6	for	wf	IN	for	_	ignore	22:25

# text = compose a sonnet
# id = 01703613-v-1
# type = def
