l,total
"intermittency",1
"horse_racing",1
"machine_gunner",1
"Mandevilla_laxa",1
"King_of_the_Germans",1
"Wytensin",1
"Sanskrit_literature",1
"Orudis_KT",1
"Malus",1
"papal_nuncio",1
"Johnson_grass",1
"Naval_Surface_Warfare_Center",1
"sandarac_tree",1
"instilling",1
"city_manager",1
"phiz",1
"res_judicata",1
"lion's_beard",1
"battle_of_Trafalgar",1
"aldose",1
"giant_northwest_shipworm",1
"undocumented",1
"academic_costume",1
"grippe",1
"Amur",1
"bling",1
"occupation_license",1
"congius",1
"off_the_hook",1
"iritic",1
"primeval",1
"monarch_butterfly",1
"jacquard",1
"chimney_bellflower",1
"von_Rundstedt",1
"DINK",1
"Elymus_hispidus",1
"switching",1
"pignolia",1
"common_canary",1
"brierwood",1
"scurrility",1
"onwards",1
"piggyback_plant",1
"genus_Eptesicus",1
"rickettsial_disease",1
"corpus_geniculatum_laterale",1
"siderochrestic_anaemia",1
"genus_Hoheria",1
"turnstone",1
"two-toed",1
"decor",1
"sheathing",1
"totipotent",1
"thin-bodied",1
"drive_line",1
"Lane's_Prince_Albert",1
"Accipiter_cooperii",1
"erose_leaf",1
"sugar-bush",1
"ambit",1
"maltha",1
"work-study_program",1
"pebble-grained",1
"biosafety_level_2",1
"cow_pasture",1
"grantor",1
"ergonomics",1
"water-milfoil_family",1
"Arcadic_dialect",1
"professor",1
"Shenyang",1
"reverse_osmosis",1
"reflection_factor",1
"Parrish",1
"basilar_membrane",1
"leaf_spring",1
"umptieth",1
"bagascosis",1
"Asian_seabass",1
"carburize",1
"queen_mother",1
"sellers'_market",1
"one-to-one",1
"telepathise",1
"pyromorphite",1
"soapberry",1
"general_knowledge",1
"family_Actinidiaceae",1
"Aswan",1
"LEM",1
"significant_digit",1
"single-barrelled",1
"jack_bean",1
"face_saving",1
"Robert_Gray",1
"means_grass",1
"morpheme",1
"judiciously",1
"spreading_factor",1
"sick_pay",1
"Buffalo_Bill's_Wild_West_Show",1
"alpine_ash",1
"Amaranthaceae",1
"mediatory",1
"field-crop",1
"Hizballah",1
"personal_matters",1
"boat_whistle",1
"Apogon",1
"genus_Oncorhynchus",1
"al-Itihaad_al-Islamiya",1
"broadnosed",1
"Gabon_franc",1
"distinguishing_characteristic",1
"footplate",1
"rabbit-sized",1
"nonrepresentational",1
"direct_trust",1
"Commerce",1
"cybernate",1
"interphalangeal_joint",1
"river_red_gum",1
"ictus",1
"croo_monkey",1
"CS_gas",1
"indeterminacy_principle",1
"lesser_celandine",1
"unrevised",1
"nosecount",1
"transude",1
"urinary_tract",1
"Zigadenus_nuttalli",1
"paperlike",1
"shambolic",1
"genus_Malopterurus",1
"Oregon_lily",1
"mental_anguish",1
"Arab-Berbers",1
"modillion",1
"kip_down",1
"Alzheimer's",1
"fantasy_world",1
"Thatcher",1
"order_Cuculiformes",1
"hemophilic",1
"genus_Calochortus",1
"military_volunteer",1
"genus_Alauda",1
"Harlan_Fisk_Stone",1
"genus_Ankylosaurus",1
"Canterbury_Tales",1
"Platanus_occidentalis",1
"supertwister",1
"tinsmith",1
"haughtiness",1
"baton_twirler",1
"excreta",1
"placer_mining",1
"o'clock",1
"care-laden",1
"Daphne_du_Maurier",1
"Pelagius",1
"esthetical",1
"work_of_art",1
"wheelwright",1
"noncontinuous",1
"enamored",1
"look_like",1
"Acrocephalus",1
"Lander",1
"Vermont",1
"Rhynchocephalia",1
"pitanga",1
"floc",1
"humiliatingly",1
"foetal",1
"Pisum_sativum",1
"stereotypic",1
"moisturize",1
"whatchamacallum",1
"top_lift",1
"Saint_Kitts",1
"tribal_sheikh",1
"Kublai_Kaan",1
"elbow_bone",1
"Hallel",1
"gun_room",1
"hyperpyrexia",1
"ketose",1
"noisiness",1
"almond_crescent",1
"Black_Vernacular",1
"genus_Stizolobium",1
"coffee_shop",1
"leglike",1
"haemolytic_anaemia",1
"Inauguration_Day",1
"a_lot",1
"codger",1
"medium_wave",1
"Jasmine_tobacco",1
"barracking",1
"air_traveler",1
"blooper",1
"amphisbaena",1
"sackful",1
"bellying",1
"Secotiales",1
"grand_theft",1
"schoolhouse",1
"all-around",1
"oil_future",1
"Florenz_Ziegfeld",1
"quiesce",1
"potman",1
"Caroline_Islands",1
"female_genital_organ",1
"Pontederia_cordata",1
"exorbitance",1
"camping_bus",1
"Dartmouth_College",1
"membranophone",1
"bowel",1
"filibusterer",1
"purple_nightshade",1
"Vigna_unguiculata",1
"Altair",1
"Rodin",1
"angelim",1
"heat_unit",1
"carunculate",1
"gynaeolatry",1
"proprietorship",1
"point_of_intersection",1
"Lakeland",1
"Service",1
"man_of_the_world",1
"tulip_tree",1
"Salvadorian",1
"Walter_William_Skeat",1
"Hanseatic_League",1
"poppet",1
"go_to_pot",1
"overjoy",1
"harvest_mite",1
"Glasgow",1
"Mandevilla_boliviensis",1
"subclass_Arecidae",1
"North_Yorkshire",1
"book_scorpion",1
"Jules_Alfred_Huot_de_Goncourt",1
"redheaded_woodpecker",1
"milklike",1
"tallith",1
"brain_drain",1
"sluice_down",1
"chordophone",1
"genus_Oreamnos",1
"medical_specialty",1
"Sfax",1
"Panipat",1
"millrun",1
"Epilachna_varivestis",1
"neoplastic",1
"bacteria_bed",1
"warlord",1
"disobediently",1
"brain_science",1
"nondenominational",1
"orthopaedics",1
"Essen",1
"sentimentally",1
"cranberry_heath",1
"vinegar_eel",1
"allotropic",1
"Istiophorus_albicans",1
"John_Edgar_Hoover",1
"Joseph_Hilaire_Peter_Belloc",1
"feather_ball",1
"dossel",1
"burnability",1
"Balaton",1
"sea_change",1
"genus_Piqueria",1
"Lovoa",1
"vainglory",1
"slaughterous",1
"telegraph_post",1
"disarranged",1
"Dalai_Lama",1
"light_company",1
"federal_official",1
"gratitude",1
"annihilator",1
"flagon",1
"cotton_stainer",1
"scrap_iron",1
"coral_bush",1
"parsley-leaved_thorn",1
"cassava_starch",1
"emetic",1
"Phallus_impudicus",1
"anal_sex",1
"conventual",1
"University_of_Vermont",1
"staddle",1
"gymkhana",1
"linseed_oil",1
"Zbit",1
"oviraptorid",1
"coastland",1
"stock_up",1
"Cynodon",1
"signal_detection",1
"serving_dish",1
"modernisation",1
"Muslim_calendar",1
"treasonous",1
"switchboard_operator",1
"thirty-second_part",1
"soft_market",1
"Gaultheria_hispidula",1
"epidemic_roseola",1
"Conn's_syndrome",1
"Abrocoma",1
"epididymitis",1
"neuroticism",1
"Leo_Tolstoy",1
"intramuscularly",1
"Leo_III",1
"towner",1
"deed_poll",1
"family_Zygophyllaceae",1
"gloomful",1
"at_loggerheads",1
"Vaccinium_ovatum",1
"A._A._Michelson",1
"sexually_transmitted_disease",1
"Shoshonian",1
"Cryptophyceae",1
"derate",1
"iron_trap",1
"stock-taker",1
"red-purple",1
"pedunculated_polyp",1
"draggle",1
"genus_Truncocolumella",1
"Lastex",1
"odorize",1
"James_Thurber",1
"roleplaying",1
"Osmunda_clatonia",1
"capital_of_Red_China",1
"hydroxybenzoic_acid",1
"for_love_or_money",1
"pipefish",1
"old_witchgrass",1
"tea_wagon",1
"genus_Loxodonta",1
"findings",1
"swilling",1
"Hans_Bethe",1
"amphipod",1
"writ",1
"extrasystole",1
"Armerican_cheddar",1
"Arundo",1
"lysozyme",1
"genus_Australopithecus",1
"reminisce",1
"rolling_stock",1
"Jesus",1
"guinea-hen_flower",1
"Photoblepharon_palpebratus",1
"home-style",1
"nylghau",1
"glottis_vera",1
"genus_Hyssopus",1
"off_guard",1
"vacuum_bomb",1
"wilting",1
"identification_number",1
"prolonge_knot",1
"Ag",1
"Robert_I",1
"post-office_box_number",1
"Orinoco_River",1
"visual_acuity",1
"conclave",1
"transfer_RNA",1
"dwarfish",1
"opsin",1
"Lake_Baykal",1
"soured_cream",1
"CE",1
"untoughened",1
"colored_hearing",1
"Martial",1
"infrigidation",1
"genus_Psilotum",1
"wall_in",1
"fetter_bush",1
"Circus",1
"capillary_vein",1
"numdah",1
"hitchhike",1
"mass-energy_equivalence",1
"isohel",1
"Amorpha_canescens",1
"letters_patent",1
"venomed",1
"superior_conjunction",1
"goosefoot",1
"histamine_headache",1
"weak_spot",1
"decantation",1
"tyrothricin",1
"hear_out",1
"Oenothera_fruticosa",1
"unexpectedness",1
"problem-oriented_language",1
"corncrib",1
"plexus_caroticus",1
"Hubble",1
"acariasis",1
"enantiomorphism",1
"family_Elopidae",1
"political_prisoner",1
"uncool",1
"Myrmecophaga",1
"protoplasmic_astrocyte",1
"three-day_event",1
"nanometre",1
"haemophilia_A",1
"hamate",1
"Greek_cross",1
"Ardea",1
"schlepper",1
"Jebel_Musa",1
"Dindymene",1
"detective_agency",1
"witheringly",1
"taffy",1
"holdall",1
"in_on",1
"dial_telephone",1
"HRT",1
"May",1
"Caranx",1
"mass_spectrum",1
"wholesaler",1
"glyceryl_trinitrate",1
"ballistic_trajectory",1
"hydrokinetics",1
"fusarium_wilt",1
"Musgu",1
"volumeter",1
"androglossia",1
"Laudo",1
"dioestrual",1
"Mc",1
"acrogenic",1
"plexus_cervicalis",1
"Vanuatu",1
"15_minutes",1
"squandering",1
"come_to_light",1
"waterline",1
"genus_Polystichum",1
"camphor_ice",1
"plimsoll",1
"element_112",1
"legislator",1
"guestworker",1
"explosive_charge",1
"Malva_sylvestris",1
"insured_person",1
"physa",1
"gas_guzzler",1
"geneticism",1
"chlorite",1
"Battle_of_Ravenna",1
"hit_the_hay",1
"lycopene",1
"asparagus_bean",1
"royal_casino",1
"sun_dance",1
"chimney_swift",1
"chain_up",1
"Priapus",1
"Vitis_rotundifolia",1
"cress_plant",1
"brittle_willow",1
"minimal_brain_dysfunction",1
"Delphi",1
"recurrent_fever",1
"final_cause",1
"genus_Chlorella",1
"flow_away",1
"convertor",1
"bocce_ball",1
"capsulated",1
"two_weeks",1
"stableman",1
"sadhe",1
"Martin_V",1
"genus_Pipra",1
"filthily",1
"arles",1
"infantry",1
"syllogize",1
"Mus_musculus",1
"first-class_honours_degree",1
"positive_fraud",1
"Jimmy_Hoffa",1
"Andrei_Tarkovsky",1
"ration_card",1
"moviemaking",1
"patronym",1
"Association_of_Southeast_Asian_Nations",1
"capital_of_Massachusetts",1
"menorah",1
"bitter_cassava",1
"dynamo",1
"electronic_fetal_monitor",1
"Halenia",1
"hangar",1
"nudibranch",1
"do_drugs",1
"automated_teller_machine",1
"pagan_religion",1
"red_siskin",1
"Aristopak",1
"Caenolestes",1
"colour_tube",1
"sit-down",1
"rock_pink",1
"blue_tit",1
"Milquetoast",1
"kissing_kin",1
"hemianopsia",1
"Lamium_album",1
"genus_Clusia",1
"skin_cancer",1
"parallel_interface",1
"clamatorial",1
"Donato_di_Betto_Bardi",1
"telephone_jack",1
"winsome",1
"prickle-weed",1
"prosthodontia",1
"aright",1
"level_crossing",1
"dighted",1
"Wars_of_the_Roses",1
"malaise",1
"beauty_quark",1
"midbrain",1
"burgrass",1
"starting_post",1
"sanguinity",1
"garlicky",1
"Samoyede",1
"green_fingers",1
"genus_Wyethia",1
"Book_of_Joel",1
"meteorological_satellite",1
"regression_of_y_on_x",1
"allegiant",1
"French_door",1
"cablegram",1
"remotion",1
"monoplane",1
"ctene",1
"phlegmatical",1
"Taconic_Mountains",1
"cookery_book",1
"upper_deck",1
"delightful",1
"fines_herbes",1
"school_term",1
"family_Umbelliferae",1
"Guangdong",1
"polydactyly",1
"ferric",1
"hypothermia",1
"procellariiform_seabird",1
"bloodcurdling",1
"nutrify",1
"genus_Noctiluca",1
"Russian_vine",1
"stomatitis",1
"rabbit_punch",1
"plume_poppy",1
"expansion_bolt",1
"subdivision_Pinophytina",1
"northern_dune_tansy",1
"jenny",1
"samarskite",1
"frijoles_refritos",1
"veloute",1
"jambalaya",1
"ethos",1
"meclizine_hydrochloride",1
"bonyness",1
"Peristedion",1
"megatherian_mammal",1
"quellung",1
"paprika_sauce",1
"staple_fiber",1
"gray-headed",1
"admittable",1
"Arab_Republic_of_Egypt",1
"godsend",1
"phenotypical",1
"Grammatophyllum",1
"angle_of_attack",1
"programma",1
"Lodine",1
"Boswellia_serrata",1
"passado",1
"demineralise",1
"cullender",1
"unsighted",1
"adult_education",1
"Platanthera_bifolia",1
"civil_suit",1
"family_Zygnemataceae",1
"synecdochic",1
"Seneka_snakeroot",1
"Finno-Ugric-speaking",1
"fruit_juice",1
"nonfissile",1
"phon",1
"necrolysis",1
"coalhole",1
"Wheatstone",1
"Acinonyx_jubatus",1
"librettist",1
"Anacanthini",1
"artificiality",1
"splitsville",1
"banknote",1
"stock_dividend",1
"brand-newness",1
"weaver's_broom",1
"purpose-built",1
"genus_Chlamydera",1
"Geomyidae",1
"Guaira_Falls",1
"Ephippiorhynchus_senegalensis",1
"on_the_face_of_it",1
"misogamy",1
"muchness",1
"Moroccan_monetary_unit",1
"happy_chance",1
"Robert_Orr",1
"Platanus",1
"seborrhea",1
"Maracay",1
"electronic_imitative_deception",1
"samite",1
"shade_tree",1
"genus_Parathelypteris",1
"genetic_fingerprinting",1
"endometriosis",1
"impureness",1
"appro",1
"debone",1
"optical_aberration",1
"Nidularia",1
"burn_bag",1
"on-license",1
"purloo",1
"Daniel_Bernoulli",1
"Charles_Frederick_Menninger",1
"armed_forces_censorship",1
"genus_Helix",1
"kicksorter",1
"Kochia_scoparia",1
"genus_Lagerstroemia",1
"red_willow",1
"Nyctereutes",1
"unlade",1
"rateability",1
"Zanthoxylum_flavum",1
"genus_Mustelus",1
"Sandburg",1
"mine_detector",1
"Howard_Lindsay",1
"Bessie_Smith",1
"genus_Musca",1
"brahminical",1
"Giuseppe_Sarto",1
"red_mulberry",1
"normal_dwarf",1
"Angara",1
"TV_star",1
"Tianjin",1
"pouched",1
"Grewia_asiatica",1
"cranberry_sauce",1
"Ray_Cattell",1
"deserve",1
"air-to-surface",1
"logomachy",1
"combustive",1
"low-level_formatting",1
"sayonara",1
"high-minded",1
"statin_drug",1
"myringoplasty",1
"Gipsy",1
"Romneya",1
"order_of_business",1
"slackly",1
"shunning",1
"corbel_arch",1
"lxvii",1
"dead_soul",1
"Kogia_breviceps",1
"paper_cup",1
"Ammodytidae",1
"meiotic",1
"thick-branched",1
"ictic",1
"terrestrial_dynamical_time",1
"Scholastic",1
"pyinma",1
"plentitude",1
"Eretmochelys",1
"stamp_album",1
"figeater",1
"nuclear_rocket",1
"B_battery",1
"genus_Melissa",1
"family_name",1
"James_Marshall_Hendrix",1
"Garry_oak",1
"pied",1
"writing_table",1
"pet_peeve",1
"boarding_card",1
"Shiism",1
"influent",1
"credulity",1
"argentous",1
"influx",1
"triphosphopyridine",1
"Caragana_sinica",1
"sublimely",1
"tannin",1
"Oscar_Wilde",1
"genus_Phellodendron",1
"lordless",1
"alcohol-dependent",1
"boxy",1
"Ottoman_Empire",1
"mourner",1
"deeds",1
"Arendt",1
"thither",1
"clary",1
"gourde",1
"Satureja_douglasii",1
"boffo",1
"fizzle_out",1
"penny_stock",1
"Tadorna",1
"dinocerate",1
"white_Burgundy",1
"Chrysobalanus_icaco",1
"material_witness",1
"Adiantum_bellum",1
"arborous",1
"loop_topology",1
"cistron",1
"rain_out",1
"one-sixteenth",1
"commercial_letter_of_credit",1
"chiropody",1
"stiff-necked",1
"Calochortus_albus",1
"Pamir_Mountains",1
"financial_organization",1
"Rumex_acetosella",1
"cagily",1
"paleornithology",1
"indefatigably",1
"laryngitis",1
"tyre",1
"sacrificer",1
"Fortunella",1
"acidotic",1
"liquid_nitrogen",1
"nonproprietary",1
"Cross",1
"battle_of_Austerlitz",1
"endoscopic",1
"hominy_grits",1
"trial_judge",1
"downslope",1
"out-of-town",1
"unneighbourly",1
"axis_vertebra",1
"ursine",1
"farina",1
"Dionysius_the_Elder",1
"mealtime",1
"wireless_fidelity",1
"jumping_mouse",1
"photometry",1
"polestar",1
"partaker",1
"pied_lemming",1
"brand-name_drug",1
"dragon's_eye",1
"middle-aged",1
"Lasthenia_chrysostoma",1
"foregone",1
"unleavened_bread",1
"teem_in",1
"handlock",1
"calumniate",1
"alarmist",1
"antipsychotic_agent",1
"eastwards",1
"Tupaia",1
"fallal",1
"Sublime_Porte",1
"scantiness",1
"uncarpeted",1
"shellbark",1
"windsock",1
"Morus",1
"Goodeniaceae",1
"musculus_abductor_digiti_minimi_manus",1
"absentmindedly",1
"yellow-green",1
"Brazos_River",1
"destructively",1
"management_consultant",1
"cephalalgia",1
"Hyacinthus_candicans",1
"Belo_Horizonte",1
"steering_wheel",1
"Cefobid",1
"Kid",1
"mudslide",1
"Callirhoe_triangulata",1
"Italian_woodbine",1
"Upton_Sinclair",1
"reporting",1
"Cartier",1
"keep_one's_hands_off",1
"curbing",1
"undisputed",1
"electrical_relay",1
"Dianthus_supurbus",1
"Victor_Franz_Hess",1
"quickener",1
"Pesh_Merga",1
"unpolitical",1
"rewording",1
"Petasites_sagitattus",1
"doppelganger",1
"toss_bombing",1
"goose-tansy",1
"cannulise",1
"pectoralis",1
"designated_driver",1
"allyl_alcohol",1
"mandolin",1
"semitone",1
"perpetuate",1
"disc_space",1
"the_Nazarene",1
"narrow-leaved_water_plantain",1
"Job's_tears",1
"de_la_Mare",1
"Japan_Trench",1
"averse",1
"orbital_plane",1
"supply_ship",1
"family_Hostaceae",1
"Frances_Eliza_Hodgson_Burnett",1
"international_mile",1
"Union_Jack",1
"electronegativity",1
"happy_event",1
"undersize",1
"heart_ventricle",1
"Breed's_Hill",1
"married_person",1
"dyadic_operation",1
"mono-iodotyrosine",1
"Bassia",1
"headbutt",1
"loss_of_consciousness",1
"Willa_Cather",1
"all_get_out",1
"Jack_Nicklaus",1
"Sao_Jose_dos_Campos",1
"Atlantic_cod",1
"Tasmanian",1
"dysprosium",1
"torture_chamber",1
"Thelypteris_palustris",1
"beefy",1
"southern_flounder",1
"Carry_Nation",1
"sinking_spell",1
"Heisenberg",1
"phobophobia",1
"enterpriser",1
"lowboy",1
"cohune_oil",1
"off-guard",1
"neuroethics",1
"lubber_line",1
"befoulment",1
"Khmer_Rouge",1
"disadvantageously",1
"xeranthemum",1
"tattletale",1
"fruitful",1
"Benvenuto_Cellini",1
"Ariomma",1
"notions_counter",1
"Pierre_Corneille",1
"basket_ash",1
"forcibly",1
"form_of_address",1
"turbulency",1
"half-sister",1
"electrocardiography",1
"sound_spectrum",1
"Aplectrum_hyemale",1
"idealogue",1
"Roquefort_dressing",1
"archegonium",1
"Strategic_Arms_Limitation_Talks",1
"stenographer",1
"nonequivalence",1
"night-stop",1
"female_chest",1
"medical_examiner",1
"innovational",1
"airship",1
"family_Canellaceae",1
"FDIC",1
"Toona",1
"thoracic_medicine",1
"foppishness",1
"greasily",1
"contravention",1
"incidental_expense",1
"Corylaceae",1
"accoutered",1
"Abbe_condenser",1
"Isamu_Noguchi",1
"uricosuric",1
"Synchytrium",1
"disseminate",1
"grub_out",1
"Carcharhinus_plumbeus",1
"zestfulness",1
"jnd",1
"two_dozen",1
"quadripara",1
"microflora",1
"nightshade",1
"excusatory",1
"fuze",1
"harmlessly",1
"upper_mantle",1
"slowing",1
"big-bellied",1
"handle-bars",1
"observantly",1
"Electrophoridae",1
"Acts_of_the_Apostles",1
"Eu",1
"genus_Gymnocladus",1
"Japanese_persimmon",1
"Albania",1
"surrealistic",1
"phosphorus",1
"steam_room",1
"genus_Threskiornis",1
"obstructively",1
"superior_epigastric_veins",1
"likelihood",1
"brachium",1
"non-market_economy",1
"Emilia",1
"cantaloup_vine",1
"pull_in_one's_horns",1
"affined",1
"Tyrrhenian_Sea",1
"Edgar_Guest",1
"shredded",1
"affably",1
"tiered",1
"pancreatic_duct",1
"Trigonella_foenumgraecum",1
"HDL",1
"buttoned-down",1
"tea_caddy",1
"expiate",1
"Islamic_Group_of_Uzbekistan",1
"ecobabble",1
"Stephen_Sondheim",1
"hilus",1
"demonstrative_pronoun",1
"Rasputin",1
"Rubus_idaeus_strigosus",1
"hogweed",1
"costia",1
"toggle_switch",1
"stink_out",1
"proprietor",1
"Diospyros_kaki",1
"overanxious",1
"preemie",1
"Daumier",1
"price_gouging",1
"haemoptysis",1
"belly-land",1
"allegement",1
"baptized",1
"family_Filariidae",1
"last_resort",1
"unsatiable",1
"tambac",1
"arteria_vertebralis",1
"deary",1
"piece_of_furniture",1
"subocular",1
"martial_law",1
"prater",1
"Massine",1
"Peshawar",1
"Pandanaceae",1
"peritoneal",1
"Kuan_Yin",1
"Henry_Hobson_Richardson",1
"unexploratory",1
"Certhia_americana",1
"citrus_fruit",1
"Agave_americana",1
"von_Recklinghausen's_disease",1
"meadow_spittlebug",1
"sodium_bicarbonate",1
"flowering_maple",1
"pleochroism",1
"canicule",1
"Swahili",1
"Urban_V",1
"cosmetically",1
"experimental_method",1
"raconteur",1
"clapping",1
"holloa",1
"Helen_Laura_Sumner_Woodbury",1
"mastopexy",1
"family_Fringillidae",1
"Sachs_disease",1
"blurriness",1
"putrefactive",1
"adroitness",1
"drunkard",1
"catabolize",1
"Stroheim",1
"nonvascular_plant",1
"hemolytic_anemia",1
"laboratory_bench",1
"Fidel_Castro_Ruz",1
"in-bounds",1
"Vincenzo_Bellini",1
"Thomas_Chippendale",1
"Antonius_Pius",1
"military_recruit",1
"mountain_starwort",1
"genus_Alsophila",1
"jiqui",1
"clerestory",1
"Deimos",1
"Dryopteris_hexagonoptera",1
"perspire",1
"duckweed_family",1
"tepee",1
"personable",1
"Gris",1
"somatic_sense",1
"backache",1
